ID,Priority,Source,Requester Name,Subject,Description,Status,Agent Group Name,Agent Name,Created Date,Resolved Date,Requester Location,Department Name,Service Category,Sub Category,SLA Met
FLD190013,medium,email,Employee 3645,Kindly unlock my attendance in FieldHub,"Kindly unlock my attendance in FieldHub. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 4362 Emp Code 4362 Mobile 98xxxxxx77 HQ HQ. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Closed,Field Support L1,Agent 10,07-04-2025 10:08:04 AM,09-04-2025 05:06:44 PM,Region West,Field Sales,Application & Software,FieldHub - Attendance & Leave,Yes
FLD190519,medium,email,Employee 9048,"SAP attendance period locked, cannot submit timesheet","SAP attendance period locked, cannot submit timesheet. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 9392 Emp Code 9392 Mobile 98xxxxxx61 HQ Plant B. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Resolved,SAP Basis,Agent 33,09-06-2025 10:40:28 PM,11-06-2025 02:43:56 AM,Region North,Quality,Application & Software,SAP,Yes
FLD190476,low,email,Employee 7731,Access rights request for SalesTrack dashboards,"Access rights request for SalesTrack dashboards. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 5994 Emp Code 5994 Mobile 98xxxxxx90 HQ Region North. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Closed,IAM Team,Agent 27,30-04-2025 12:03:15 PM,02-05-2025 04:45:25 AM,Region North,Field Sales,Access & Authentication,Access Rights,Yes
FLD190349,low,portal,Employee 1839,iPad enrollment for new joiner,"iPad enrollment for new joiner. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 7927 Emp Code 7927 Mobile 98xxxxxx59 HQ HQ. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Closed,Endpoint Team,Agent 02,13-06-2025 04:09:18 AM,17-06-2025 04:24:31 AM,Plant B,Finance,Hardware & Devices,iPad,Yes
FLD190467,high,chat,Employee 6531,"Account locked out, unable to sign in to SSO","Account locked out, unable to sign in to SSO. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 1600 Emp Code 1600 Mobile 98xxxxxx20 HQ Plant B. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Closed,IT Service Desk,Agent 05,08-05-2025 08:15:32 AM,08-05-2025 10:34:28 AM,Region West,Field Sales,Access & Authentication,Login Issues,Yes
FLD190324,medium,portal,Employee 2746,DetailPro slides not syncing on iPad,"DetailPro slides not syncing on iPad. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 6746 Emp Code 6746 Mobile 98xxxxxx95 HQ HQ. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Closed,Field Support L2,Agent 18,25-04-2025 06:37:13 AM,26-04-2025 04:52:26 PM,Region South,Field Sales,Application & Software,DetailPro CLM,Yes
FLD190554,medium,portal,Employee 6538,Unable to use my Outlook on laptop,"Unable to use my Outlook on laptop. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 6394 Emp Code 6394 Mobile 98xxxxxx49 HQ Plant B. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Open,IT Service Desk,Agent 12,09-05-2025 08:06:41 PM,,Plant A,Field Sales,Communication Tools,Email/Outlook,Yes
FLD190179,low,email,Employee 7318,FieldHub attendance reset request 1 March,"FieldHub attendance reset request 2 March. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 4605 Emp Code 4605 Mobile 98xxxxxx60 HQ Region South. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Open,Field Support L1,Agent 03,12-06-2025 02:51:46 AM,,Region North,Field Sales,Application & Software,FieldHub - Attendance & Leave,Yes
FLD190140,low,email,Employee 1337,Kindly unlock my attendance in FieldHub,"Kindly unlock my attendance in FieldHub. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 4352 Emp Code 4352 Mobile 98xxxxxx82 HQ Region North. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Closed,Field Support L1,Agent 38,25-04-2025 02:41:22 PM,26-04-2025 04:09:47 PM,Region South,Field Sales,Application & Software,FieldHub - Attendance & Leave,Yes
FLD190103,medium,email,Employee 5966,Kindly unlock my attendance in FieldHub,"Kindly unlock my attendance in FieldHub. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 9928 Emp Code 9928 Mobile 98xxxxxx74 HQ Plant B. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Resolved,Field Support L1,Agent 25,16-06-2025 12:30:14 AM,17-06-2025 09:12:32 AM,Region West,Manufacturing,Application & Software,FieldHub - Attendance & Leave,No
FLD190029,medium,email,Employee 1275,Kindly unlock my attendance in FieldHub,"Kindly unlock my attendance in FieldHub. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 5268 Emp Code 5268 Mobile 98xxxxxx20 HQ Region South. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Closed,Field Support L1,Agent 15,11-03-2025 05:39:04 PM,13-03-2025 08:26:56 PM,Plant A,Quality,Application & Software,FieldHub - Attendance & Leave,No
FLD190225,medium,email,Employee 1222,"Forgot to submit my call, please backdate","Forgot to submit my call, please backdate. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 6135 Emp Code 6135 Mobile 98xxxxxx17 HQ Region North. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Closed,Field Support L1,Agent 40,10-04-2025 03:25:00 AM,12-04-2025 04:01:38 PM,Region West,HR,Application & Software,SalesTrack CRM,Yes
FLD190392,high,email,Employee 3188,Remove remote management from my old iPad,"Remove remote management from my old iPad. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 5532 Emp Code 5532 Mobile 98xxxxxx24 HQ Region South. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Closed,Endpoint Team,Agent 28,17-06-2025 08:46:21 PM,20-06-2025 01:47:29 PM,Region North,Quality,Hardware & Devices,iPad,Yes
FLD190168,medium,email,Employee 3085,Kindly unlock my attendance in FieldHub,"Kindly unlock my attendance in FieldHub. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 2693 Emp Code 2693 Mobile 98xxxxxx10 HQ Region North. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Resolved,Field Support L1,Agent 36,02-05-2025 03:10:24 AM,04-05-2025 09:42:59 AM,Region South,Field Sales,Application & Software,FieldHub - Attendance & Leave,Yes
FLD190342,low,chat,Employee 4815,Requesting for iPad slide is not working,"Requesting for iPad slide is not working. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 4393 Emp Code 4393 Mobile 98xxxxxx79 HQ Region North. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Resolved,Field Support L2,Agent 26,21-05-2025 08:27:43 AM,24-05-2025 06:23:38 PM,Plant B,Manufacturing,Hardware & Devices,iPad,Yes
FLD190078,low,email,Employee 4573,Kindly unlock my attendance in FieldHub,"Kindly unlock my attendance in FieldHub. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 9485 Emp Code 9485 Mobile 98xxxxxx30 HQ Region North. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Resolved,Field Support L1,Agent 23,11-06-2025 06:58:19 PM,13-06-2025 04:46:25 PM,Plant A,Field Sales,Application & Software,FieldHub - Attendance & Leave,Yes
FLD190058,medium,portal,Employee 2104,Kindly unlock my attendance in FieldHub,"Kindly unlock my attendance in FieldHub. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 4283 Emp Code 4283 Mobile 98xxxxxx49 HQ Plant B. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Closed,Field Support L1,Agent 15,13-04-2025 11:28:52 AM,13-04-2025 03:56:25 PM,Region North,Manufacturing,Application & Software,FieldHub - Attendance & Leave,Yes
FLD190607,medium,chat,Employee 7897,New Ticket,"New Ticket. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 9479 Emp Code 9479 Mobile 98xxxxxx55 HQ HQ. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Closed,IT Service Desk,Agent 03,31-03-2025 06:51:23 PM,06-04-2025 05:43:36 AM,Region North,Field Sales,,,No
FLD190220,high,portal,Employee 3356,"Forgot to submit my call, please backdate","Forgot to submit my call, please backdate. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 6054 Emp Code 6054 Mobile 98xxxxxx42 HQ Region West. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",On Hold,Field Support L1,Agent 37,17-04-2025 12:41:37 PM,,Region South,HR,Application & Software,SalesTrack CRM,Yes
FLD190712,low,email,Employee 1090,"unable to access, request to resolve","unable to access, request to resolve. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 3695 Emp Code 3695 Mobile 98xxxxxx67 HQ Region South. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Closed,IT Service Desk,Agent 30,07-04-2025 06:07:53 AM,11-04-2025 03:48:19 PM,Region West,Marketing,,,No
FLD190616,low,chat,Employee 2180,New Ticket,"New Ticket. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 3592 Emp Code 3592 Mobile 98xxxxxx72 HQ Plant B. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Closed,IT Service Desk,Agent 19,06-05-2025 06:20:58 AM,09-05-2025 09:50:45 AM,Region North,Field Sales,,,Yes
FLD190570,medium,email,Employee 2828,Unable to use my Outlook on laptop,"Unable to use my Outlook on laptop. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 8857 Emp Code 8857 Mobile 98xxxxxx21 HQ Plant A. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Closed,IT Service Desk,Agent 18,01-06-2025 12:06:59 PM,02-06-2025 11:33:21 AM,Plant A,R&D,Communication Tools,Email/Outlook,Yes
FLD190128,medium,email,Employee 1894,Kindly unlock my attendance in FieldHub,"Kindly unlock my attendance in FieldHub. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 9554 Emp Code 9554 Mobile 98xxxxxx15 HQ Plant A. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Closed,Field Support L1,Agent 27,31-03-2025 11:02:52 PM,02-04-2025 07:43:45 AM,Region South,R&D,Application & Software,FieldHub - Attendance & Leave,Yes
FLD190093,low,portal,Employee 5313,Kindly unlock my attendance in FieldHub,"Kindly unlock my attendance in FieldHub. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 5357 Emp Code 5357 Mobile 98xxxxxx91 HQ Region South. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Closed,Field Support L1,Agent 28,28-06-2025 02:14:17 PM,30-06-2025 02:01:53 PM,Region West,Quality,Application & Software,FieldHub - Attendance & Leave,Yes
FLD190163,medium,email,Employee 3431,Kindly unlock my attendance in FieldHub,"Kindly unlock my attendance in FieldHub. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 9382 Emp Code 9382 Mobile 98xxxxxx26 HQ HQ. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Closed,Field Support L1,Agent 27,23-06-2025 05:31:27 PM,24-06-2025 03:46:34 PM,Region South,Finance,Application & Software,FieldHub - Attendance & Leave,Yes
FLD190648,medium,portal,Employee 1183,New Ticket,"New Ticket. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 7008 Emp Code 7008 Mobile 98xxxxxx81 HQ Plant A. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Resolved,IT Service Desk,Agent 09,10-03-2025 12:29:34 AM,11-03-2025 01:39:08 PM,Plant B,Field Sales,,,Yes
FLD190681,medium,portal,Employee 3372,sales assist not working,"sales assist not working. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 3172 Emp Code 3172 Mobile 98xxxxxx34 HQ Plant A. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Closed,Field Support L1,Agent 17,06-04-2025 11:53:59 AM,10-04-2025 07:51:50 AM,Region West,Quality,,,No
FLD190236,low,chat,Employee 6185,"Forgot to submit my call, please backdate","Forgot to submit my call, please backdate. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 2973 Emp Code 2973 Mobile 98xxxxxx72 HQ Plant B. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Closed,Field Support L1,Agent 34,28-03-2025 07:05:26 PM,29-03-2025 12:19:09 PM,Region North,Field Sales,Application & Software,SalesTrack CRM,Yes
FLD190017,high,email,Employee 6636,Kindly unlock my attendance in FieldHub,"Kindly unlock my attendance in FieldHub. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 2389 Emp Code 2389 Mobile 98xxxxxx94 HQ Plant A. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Open,Field Support L1,Agent 25,14-05-2025 09:18:40 PM,,Region West,Field Sales,Application & Software,FieldHub - Attendance & Leave,Yes
FLD190598,low,email,Employee 8762,New Ticket,"New Ticket. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 8308 Emp Code 8308 Mobile 98xxxxxx51 HQ Plant A. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",On Hold,IT Service Desk,Agent 21,23-05-2025 04:37:50 PM,,Region West,Field Sales,,,Yes
FLD190557,medium,email,Employee 6542,Unable to use my Outlook on laptop,"Unable to use my Outlook on laptop. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 5174 Emp Code 5174 Mobile 98xxxxxx54 HQ Plant A. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Closed,IT Service Desk,Agent 10,06-03-2025 10:05:56 PM,08-03-2025 02:22:39 AM,Plant A,Regulatory Affairs,Communication Tools,Email/Outlook,Yes
FLD190682,urgent,email,Employee 1909,sales assist not working,"sales assist not working. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 6193 Emp Code 6193 Mobile 98xxxxxx78 HQ Plant A. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Closed,Field Support L1,Agent 19,28-06-2025 10:33:13 PM,01-07-2025 07:27:43 PM,Region North,Field Sales,,,No
FLD190517,medium,email,Employee 5432,"SAP attendance period locked, cannot submit timesheet","SAP attendance period locked, cannot submit timesheet. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 5437 Emp Code 5437 Mobile 98xxxxxx27 HQ Region North. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",On Hold,SAP Basis,Agent 14,11-05-2025 09:38:23 AM,,Region West,Field Sales,Application & Software,SAP,Yes
FLD190459,medium,portal,Employee 7819,"Account locked out, unable to sign in to SSO","Account locked out, unable to sign in to SSO. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 8280 Emp Code 8280 Mobile 98xxxxxx94 HQ HQ. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Open,IT Service Desk,Agent 38,21-06-2025 02:51:48 PM,,Region North,Field Sales,Access & Authentication,Login Issues,Yes
FLD190259,low,chat,Employee 3689,Leave balance not reflecting in FieldHub,"Leave balance not reflecting in FieldHub. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 5831 Emp Code 5831 Mobile 98xxxxxx37 HQ Region South. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Closed,Field Support L1,Agent 11,12-06-2025 12:22:31 PM,14-06-2025 03:22:56 AM,Plant B,Field Sales,Application & Software,FieldHub - Reporting & Account,Yes
FLD190658,low,portal,Employee 7738,sales assist not working,"sales assist not working. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 5212 Emp Code 5212 Mobile 98xxxxxx75 HQ Region North. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Closed,Field Support L1,Agent 24,10-03-2025 07:15:41 AM,15-03-2025 08:31:24 PM,Region South,Regulatory Affairs,,,Yes
FLD190462,low,email,Employee 4520,"Account locked out, unable to sign in to SSO","Account locked out, unable to sign in to SSO. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 5551 Emp Code 5551 Mobile 98xxxxxx96 HQ Region North. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Closed,IT Service Desk,Agent 19,18-05-2025 06:14:44 PM,18-05-2025 07:39:16 PM,Plant B,IT,Access & Authentication,Login Issues,Yes
FLD190091,medium,email,Employee 2718,Kindly unlock my attendance in FieldHub,"Kindly unlock my attendance in FieldHub. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 4231 Emp Code 4231 Mobile 98xxxxxx28 HQ Region North. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Closed,Field Support L1,Agent 13,06-03-2025 06:43:32 AM,07-03-2025 02:19:58 PM,Region South,IT,Application & Software,FieldHub - Attendance & Leave,Yes
FLD190601,high,email,Employee 4202,New Ticket,"New Ticket. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 9307 Emp Code 9307 Mobile 98xxxxxx76 HQ Plant A. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Closed,IT Service Desk,Agent 08,10-04-2025 08:33:53 AM,18-04-2025 12:59:57 PM,Plant A,Manufacturing,,,Yes
FLD190550,urgent,email,Employee 8059,SAP login error after password change,"SAP login error after password change. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 3026 Emp Code 3026 Mobile 98xxxxxx75 HQ HQ. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Closed,SAP Basis,Agent 09,04-05-2025 05:26:28 PM,07-05-2025 07:44:23 AM,Region South,IT,Application & Software,SAP,No
FLD190211,high,email,Employee 7111,FieldHub attendance reset request 17 March,"FieldHub attendance reset request 24 March. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 9596 Emp Code 9596 Mobile 98xxxxxx55 HQ Region West. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Resolved,Field Support L1,Agent 32,10-04-2025 11:13:06 PM,13-04-2025 01:29:38 AM,Plant A,Supply Chain,Application & Software,FieldHub - Attendance & Leave,Yes
FLD190330,medium,email,Employee 4536,Requesting for iPad slide is not working,"Requesting for iPad slide is not working. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 7163 Emp Code 7163 Mobile 98xxxxxx24 HQ Plant A. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Closed,Field Support L2,Agent 28,29-03-2025 04:33:01 PM,30-03-2025 10:44:15 AM,Region South,Field Sales,Hardware & Devices,iPad,Yes
FLD190626,high,portal,Employee 2003,New Ticket,"New Ticket. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 3171 Emp Code 3171 Mobile 98xxxxxx80 HQ HQ. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Resolved,IT Service Desk,Agent 13,25-04-2025 01:29:18 PM,28-04-2025 12:14:23 PM,Region West,Supply Chain,,,Yes
FLD190105,medium,portal,Employee 4898,Kindly unlock my attendance in FieldHub,"Kindly unlock my attendance in FieldHub. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 5382 Emp Code 5382 Mobile 98xxxxxx48 HQ Region West. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Closed,Field Support L1,Agent 40,01-06-2025 07:29:35 PM,02-06-2025 08:03:54 AM,Plant B,Field Sales,Application & Software,FieldHub - Attendance & Leave,No
FLD190422,medium,portal,Employee 4830,URGENT: password reset request and login issue,"URGENT: password reset request and login issue. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 5191 Emp Code 5191 Mobile 98xxxxxx91 HQ HQ. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Closed,IT Service Desk,Agent 02,25-05-2025 02:38:34 AM,25-05-2025 04:14:46 AM,HQ,Field Sales,Access & Authentication,Login Issues,Yes
FLD190468,medium,email,Employee 7036,"Account locked out, unable to sign in to SSO","Account locked out, unable to sign in to SSO. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 4013 Emp Code 4013 Mobile 98xxxxxx79 HQ Region West. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Closed,IT Service Desk,Agent 12,14-06-2025 12:25:08 PM,14-06-2025 06:55:51 PM,Plant B,Field Sales,Access & Authentication,Login Issues,Yes
FLD190482,low,portal,Employee 1506,Access rights request for SalesTrack dashboards,"Access rights request for SalesTrack dashboards. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 5301 Emp Code 5301 Mobile 98xxxxxx40 HQ Region West. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Closed,IAM Team,Agent 25,02-03-2025 04:05:37 PM,06-03-2025 07:11:30 AM,Plant B,HR,Access & Authentication,Access Rights,Yes
FLD190102,high,portal,Employee 9032,Kindly unlock my attendance in FieldHub,"Kindly unlock my attendance in FieldHub. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 2713 Emp Code 2713 Mobile 98xxxxxx90 HQ HQ. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Closed,Field Support L1,Agent 23,21-06-2025 02:16:22 PM,22-06-2025 05:32:48 AM,Plant A,R&D,Application & Software,FieldHub - Attendance & Leave,No
FLD190714,medium,email,Employee 5651,"unable to access, request to resolve","unable to access, request to resolve. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 9652 Emp Code 9652 Mobile 98xxxxxx19 HQ Region West. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Closed,IT Service Desk,Agent 02,19-03-2025 09:47:11 PM,22-03-2025 01:20:47 PM,Plant A,Field Sales,,,Yes
FLD190121,medium,portal,Employee 3627,Kindly unlock my attendance in FieldHub,"Kindly unlock my attendance in FieldHub. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 8667 Emp Code 8667 Mobile 98xxxxxx99 HQ Region South. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Closed,Field Support L1,Agent 32,24-05-2025 01:12:51 AM,24-05-2025 04:24:29 PM,Region West,Finance,Application & Software,FieldHub - Attendance & Leave,Yes
FLD190075,medium,portal,Employee 7655,Kindly unlock my attendance in FieldHub,"Kindly unlock my attendance in FieldHub. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 8551 Emp Code 8551 Mobile 98xxxxxx30 HQ Plant B. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Open,Field Support L1,Agent 01,01-03-2025 04:55:28 PM,,Plant A,Field Sales,Application & Software,FieldHub - Attendance & Leave,Yes
FLD190568,low,chat,Employee 9587,Unable to use my Outlook on laptop,"Unable to use my Outlook on laptop. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 8182 Emp Code 8182 Mobile 98xxxxxx55 HQ Plant A. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Resolved,IT Service Desk,Agent 40,02-03-2025 03:34:27 PM,04-03-2025 01:25:06 PM,Region West,Regulatory Affairs,Communication Tools,Email/Outlook,Yes
FLD190080,medium,email,Employee 3928,Kindly unlock my attendance in FieldHub,"Kindly unlock my attendance in FieldHub. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 9019 Emp Code 9019 Mobile 98xxxxxx69 HQ Plant B. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Closed,Field Support L1,Agent 29,06-04-2025 11:38:58 PM,08-04-2025 06:06:57 AM,Region South,Regulatory Affairs,Application & Software,FieldHub - Attendance & Leave,Yes
FLD190371,urgent,portal,Employee 3688,iPad enrollment for new joiner,"iPad enrollment for new joiner. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 2848 Emp Code 2848 Mobile 98xxxxxx82 HQ HQ. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Open,Endpoint Team,Agent 04,18-03-2025 04:34:24 AM,,Plant A,Field Sales,Hardware & Devices,iPad,Yes
FLD190506,medium,email,Employee 3420,Company portal not working on managed device,"Company portal not working on managed device. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 5124 Emp Code 5124 Mobile 98xxxxxx75 HQ Region North. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Closed,Endpoint Team,Agent 18,27-05-2025 01:06:24 PM,28-05-2025 03:38:06 PM,Region West,Regulatory Affairs,Hardware & Devices,Mobile,No
